timestamp,x,y,theta,state,left_vel,right_vel,obstacle_detected
30.112,0.7458,0.6319,3.0928,AVOID,47.295,42.264,1
30.144,0.7452,0.6319,1.8231,AVOID,47.383,42.239,1
30.176,0.7450,0.6326,2.7221,AVOID,47.357,42.327,1
30.208,0.7444,0.6328,1.7368,AVOID,47.445,42.302,1
30.240,0.7443,0.6334,2.8642,AVOID,47.420,42.390,1
30.272,0.7438,0.6336,1.8558,AVOID,47.508,42.359,1
30.304,0.7436,0.6342,2.7094,AVOID,47.477,42.453,1
30.336,0.7430,0.6345,1.7627,AVOID,47.571,42.421,1
30.368,0.7429,0.6351,3.0015,AVOID,47.540,42.516,1
30.400,0.7422,0.6352,1.7352,AVOID,47.634,42.484,1
30.432,0.7421,0.6359,2.9766,AVOID,47.602,42.578,1
30.464,0.7415,0.6360,1.7663,AVOID,47.697,42.547,1
30.496,0.7414,0.6366,2.8773,AVOID,47.665,42.641,1
30.528,0.7407,0.6368,1.2135,AVOID,47.640,42.735,1
30.560,0.7409,0.6373,-0.4798,AVOID,47.728,42.704,1
30.592,0.7415,0.6370,-1.9972,AVOID,47.822,42.673,1
30.624,0.7412,0.6364,-0.8493,AVOID,47.791,42.767,1
30.656,0.7416,0.6360,-1.8781,AVOID,47.885,42.735,1
30.688,0.7414,0.6353,-0.9986,AVOID,47.854,42.830,1
30.720,0.7418,0.6348,-2.0983,AVOID,47.948,42.798,1
30.752,0.7415,0.6342,-0.9563,AVOID,47.916,42.892,1
30.784,0.7418,0.6337,-1.8473,AVOID,48.011,42.861,1
30.816,0.7416,0.6331,-0.7211,AVOID,47.979,42.955,1
30.848,0.7421,0.6327,-1.7437,AVOID,48.073,42.924,1
30.880,0.7420,0.6320,-0.4365,AVOID,48.042,43.018,1
30.912,0.7426,0.6318,-1.3497,AVOID,48.136,42.987,1
30.944,0.7427,0.6312,-0.0923,AVOID,48.105,43.075,1
30.976,0.7434,0.6311,-1.0951,AVOID,48.193,43.049,1
31.008,0.7437,0.6306,0.3116,AVOID,48.168,43.137,1
31.040,0.7443,0.6308,-1.0782,AVOID,48.256,43.112,1
31.072,0.7446,0.6302,-0.0982,AVOID,48.230,43.200,1
31.104,0.7452,0.6301,-1.1810,AVOID,48.318,43.175,1
31.136,0.7455,0.6295,-0.3564,AVOID,48.293,43.263,1
31.168,0.7461,0.6293,-1.6343,AVOID,48.381,43.238,1
31.200,0.7460,0.6287,-0.7364,AVOID,48.356,43.326,1
31.232,0.7465,0.6283,-2.2194,AVOID,48.444,43.294,1
31.264,0.7461,0.6278,-1.3338,AVOID,48.413,43.389,1
31.296,0.7462,0.6271,-2.5638,AVOID,48.507,43.357,1
31.328,0.7457,0.6268,-1.4320,AVOID,48.475,43.451,1
31.360,0.7458,0.6262,-2.3121,AVOID,48.570,43.420,1
31.392,0.7453,0.6257,-1.1859,AVOID,48.538,43.514,1
31.424,0.7456,0.6251,-2.3625,AVOID,48.632,43.483,1
31.456,0.7451,0.6246,-1.1173,AVOID,48.601,43.577,1
31.488,0.7454,0.6241,-2.4681,WALL_FOLLOW,48.695,43.546,1
31.520,0.7454,0.6241,-2.5652,AVOID,48.695,43.546,1
31.552,0.7454,0.6241,-2.6400,AVOID,48.695,43.546,1
31.584,0.7448,0.6237,0.0830,AVOID,48.664,43.640,1
31.616,0.7455,0.6238,-0.9572,AVOID,48.758,43.608,1
31.648,0.7459,0.6233,-0.0495,AVOID,48.727,43.703,1
31.680,0.7465,0.6232,-1.0773,AVOID,48.821,43.671,1
31.712,0.7468,0.6227,-0.3833,AVOID,48.789,43.765,1
31.744,0.7474,0.6224,-1.4129,AVOID,48.884,43.734,1
31.776,0.7475,0.6218,-0.3628,AVOID,48.852,43.828,1
31.808,0.7481,0.6216,-1.1543,AVOID,48.946,43.797,1
31.840,0.7484,0.6210,-0.2551,AVOID,48.915,43.891,1
31.872,0.7490,0.6208,-1.4702,AVOID,49.009,43.860,1
31.904,0.7490,0.6202,-0.3228,AVOID,48.978,43.947,1
31.936,0.7497,0.6200,-1.2876,AVOID,49.066,43.922,1
31.968,0.7498,0.6194,-0.1319,AVOID,49.041,44.010,1
32.000,0.7505,0.6193,-1.1705,AVOID,49.128,43.985,1
32.032,0.7507,0.6187,-0.0997,AVOID,49.103,44.073,1
32.064,0.7514,0.6187,-1.0195,AVOID,49.191,44.048,1
32.096,0.7517,0.6181,0.1063,AVOID,49.166,44.136,1
32.128,0.7523,0.6182,-1.0673,AVOID,49.254,44.111,1
32.160,0.7526,0.6176,-0.0343,AVOID,49.229,44.199,1
32.192,0.7532,0.6176,-1.6120,AVOID,49.317,44.167,1
32.224,0.7532,0.6170,-0.6201,AVOID,49.285,44.261,1
32.256,0.7537,0.6166,-1.8512,AVOID,49.380,44.230,1
32.288,0.7535,0.6160,-0.6993,AVOID,49.348,44.324,1
32.320,0.7540,0.6156,-1.7293,AVOID,49.442,44.293,1
32.352,0.7539,0.6149,-0.5075,AVOID,49.411,44.387,1
32.384,0.7545,0.6146,-1.2742,AVOID,49.505,44.356,1
32.416,0.7547,0.6140,-0.1790,AVOID,49.474,44.450,1
32.448,0.7553,0.6139,-1.4007,AVOID,49.568,44.418,1
32.480,0.7554,0.6132,-0.2446,AVOID,49.537,44.513,1
32.512,0.7561,0.6131,-1.6720,AVOID,49.631,44.481,1
32.544,0.7560,0.6125,-0.5087,AVOID,49.599,44.575,1
32.576,0.7566,0.6121,-1.2745,AVOID,49.694,44.544,1
32.608,0.7567,0.6115,-0.0956,AVOID,49.662,44.638,1
32.640,0.7574,0.6115,-1.5704,AVOID,49.756,44.607,1
32.672,0.7574,0.6108,-0.3953,AVOID,49.725,44.701,1
32.704,0.7580,0.6106,-1.2857,AVOID,49.819,44.670,1
32.736,0.7582,0.6100,-0.2490,AVOID,49.788,44.764,1
32.768,0.7587,0.6098,-1.8016,AVOID,49.756,44.852,1
32.800,0.7586,0.6091,-3.1296,AVOID,49.851,44.827,1
32.832,0.7580,0.6091,1.6436,AVOID,49.939,44.795,1
32.864,0.7579,0.6098,2.6157,AVOID,49.913,44.883,1
32.896,0.7574,0.6101,1.3420,AVOID,50.001,44.858,1
32.928,0.7575,0.6107,2.4440,AVOID,49.976,44.946,1
32.960,0.7570,0.6111,1.3082,AVOID,50.064,44.921,1
32.992,0.7572,0.6117,2.4974,AVOID,50.039,45.009,1
33.024,0.7567,0.6121,1.6727,AVOID,50.127,44.984,1
33.056,0.7566,0.6128,2.6607,AVOID,50.102,45.072,1
33.088,0.7560,0.6131,1.7607,AVOID,50.190,45.046,1
33.120,0.7559,0.6136,3.0281,AVOID,50.158,45.134,1
33.152,0.7553,0.6137,2.0954,AVOID,50.253,45.103,1
33.184,0.7550,0.6143,3.0466,AVOID,50.221,45.197,1
33.216,0.7543,0.6143,2.0079,AVOID,50.315,45.166,1
33.248,0.7541,0.6149,-3.0397,AVOID,50.284,45.260,1
33.280,0.7534,0.6148,1.8951,AVOID,50.378,45.229,1
33.312,0.7532,0.6155,3.0580,AVOID,50.347,45.323,1
33.344,0.7526,0.6155,2.2571,AVOID,50.441,45.291,1
33.376,0.7522,0.6160,-2.8676,AVOID,50.410,45.386,1
33.408,0.7515,0.6158,2.4010,AVOID,50.504,45.354,1
33.440,0.7511,0.6163,-2.6384,AVOID,50.472,45.448,1
33.472,0.7505,0.6160,2.4271,AVOID,50.567,45.417,1
33.504,0.7500,0.6164,-2.7176,AVOID,50.535,45.511,1
33.536,0.7494,0.6161,2.3666,WALL_FOLLOW,50.629,45.480,1
33.568,0.7494,0.6161,2.2691,AVOID,50.629,45.480,1
33.600,0.7494,0.6161,2.1937,AVOID,50.629,45.480,1
33.632,0.7491,0.6166,-1.3251,AVOID,50.598,45.574,1
33.664,0.7492,0.6160,-2.2481,AVOID,50.692,45.543,1
33.696,0.7488,0.6155,-1.3615,AVOID,50.661,45.637,1
33.728,0.7489,0.6149,-2.4361,AVOID,50.755,45.605,1
33.760,0.7485,0.6145,-1.6168,AVOID,50.724,45.700,1
33.792,0.7484,0.6138,-2.6734,AVOID,50.818,45.668,1
33.824,0.7479,0.6136,-1.6210,AVOID,50.786,45.756,1
33.856,0.7479,0.6129,-2.6609,AVOID,50.874,45.731,1
33.888,0.7473,0.6126,-1.6901,AVOID,50.849,45.819,1
33.920,0.7472,0.6120,3.1175,AVOID,50.937,45.794,1
33.952,0.7466,0.6120,-2.0815,AVOID,50.912,45.882,1
33.984,0.7463,0.6114,2.8470,AVOID,51.000,45.857,1
34.016,0.7457,0.6116,-2.5074,AVOID,50.975,45.944,1
34.048,0.7451,0.6112,2.6083,AVOID,51.063,45.919,1
34.080,0.7446,0.6116,-2.8021,AVOID,51.038,46.007,1
34.112,0.7440,0.6114,2.1309,AVOID,51.125,45.976,1
34.144,0.7437,0.6119,-3.0301,AVOID,51.094,46.070,1
34.176,0.7431,0.6118,2.2688,AVOID,51.188,46.039,1
34.208,0.7426,0.6123,-3.0180,AVOID,51.157,46.133,1
34.240,0.7420,0.6123,2.1990,AVOID,51.251,46.101,1
34.272,0.7416,0.6128,-2.9913,AVOID,51.220,46.196,1
34.304,0.7410,0.6127,2.3180,AVOID,51.314,46.164,1
34.336,0.7405,0.6132,-2.9089,AVOID,51.282,46.258,1
34.368,0.7399,0.6130,2.2619,AVOID,51.377,46.227,1
34.400,0.7395,0.6135,3.0725,AVOID,51.345,46.321,1
34.432,0.7389,0.6135,1.8387,AVOID,51.439,46.290,1
34.464,0.7387,0.6142,2.9722,AVOID,51.408,46.384,1
34.496,0.7381,0.6143,1.7595,AVOID,51.502,46.353,1
34.528,0.7379,0.6149,2.6502,AVOID,51.471,46.447,1
34.560,0.7374,0.6152,1.4942,AVOID,51.565,46.415,1
34.592,0.7374,0.6159,2.6369,AVOID,51.534,46.510,1
34.624,0.7369,0.6162,1.3526,AVOID,51.628,46.478,1
34.656,0.7370,0.6168,2.5845,AVOID,51.596,46.572,1
34.688,0.7365,0.6171,1.4851,AVOID,51.691,46.541,1
34.720,0.7365,0.6177,2.4538,AVOID,51.659,46.629,1
34.752,0.7360,0.6181,1.2075,AVOID,51.747,46.604,1
34.784,0.7362,0.6187,2.2316,AVOID,51.722,46.692,1
34.816,0.7358,0.6192,1.1107,AVOID,51.810,46.667,1
34.848,0.7361,0.6198,2.2501,AVOID,51.785,46.755,1
34.880,0.7357,0.6203,1.2904,AVOID,51.873,46.729,1
34.912,0.7359,0.6209,2.3689,AVOID,51.848,46.817,1
34.944,0.7354,0.6214,0.9656,AVOID,51.936,46.792,1
34.976,0.7358,0.6219,1.8801,AVOID,51.910,46.880,1
35.008,0.7356,0.6225,0.8208,AVOID,51.998,46.849,1
35.040,0.7361,0.6229,1.7968,AVOID,51.967,46.943,1
35.072,0.7359,0.6236,0.5761,AVOID,52.061,46.912,1
35.104,0.7365,0.6239,1.8682,AVOID,52.030,47.006,1
35.136,0.7363,0.6245,0.5711,AVOID,52.124,46.974,1
35.168,0.7368,0.6249,1.5458,AVOID,52.093,47.069,1
35.200,0.7368,0.6255,0.2353,AVOID,52.187,47.037,1
35.232,0.7375,0.6257,1.1373,AVOID,52.155,47.131,1
35.264,0.7378,0.6263,-0.4495,AVOID,52.130,47.226,1
35.296,0.7383,0.6261,-1.7617,AVOID,52.218,47.194,1
35.328,0.7382,0.6254,2.9513,AVOID,52.312,47.163,1
35.360,0.7375,0.6255,-2.0711,AVOID,52.281,47.257,1
35.392,0.7372,0.6250,3.0825,AVOID,52.375,47.226,1
35.424,0.7366,0.6250,-2.3633,AVOID,52.344,47.320,1
35.456,0.7361,0.6246,2.4159,AVOID,52.438,47.288,1
35.488,0.7356,0.6250,-2.8138,AVOID,52.407,47.383,1
35.520,0.7350,0.6248,2.8091,AVOID,52.501,47.351,1
35.552,0.7344,0.6250,-2.5935,AVOID,52.469,47.445,1
35.584,0.7339,0.6247,2.5297,WALL_FOLLOW,52.564,47.414,1
35.616,0.7339,0.6247,2.4394,AVOID,52.564,47.414,1
35.648,0.7339,0.6247,2.3695,AVOID,52.564,47.414,1
35.680,0.7334,0.6251,-1.4611,AVOID,52.532,47.508,1
35.712,0.7335,0.6245,-2.6724,AVOID,52.626,47.477,1
35.744,0.7330,0.6242,-1.9047,AVOID,52.595,47.565,1
35.776,0.7327,0.6236,-2.9968,AVOID,52.683,47.540,1
35.808,0.7321,0.6235,-2.2162,AVOID,52.658,47.628,1
35.840,0.7317,0.6230,3.1280,AVOID,52.746,47.602,1
35.872,0.7311,0.6230,-2.0101,AVOID,52.721,47.690,1
35.904,0.7308,0.6224,-2.8810,AVOID,52.809,47.665,1
35.936,0.7302,0.6223,-1.9185,AVOID,52.783,47.753,1
35.968,0.7300,0.6216,-3.0113,AVOID,52.871,47.728,1
36.000,0.7293,0.6216,-2.1570,AVOID,52.846,47.816,1
36.032,0.7290,0.6211,3.0562,AVOID,52.934,47.785,1
36.064,0.7284,0.6211,-2.2193,AVOID,52.903,47.879,1
36.096,0.7280,0.6206,2.7253,AVOID,52.997,47.847,1
36.128,0.7274,0.6209,-2.2902,AVOID,52.966,47.942,1
36.160,0.7270,0.6204,3.0103,AVOID,53.060,47.910,1
36.192,0.7263,0.6205,-2.1902,AVOID,53.028,48.004,1
36.224,0.7259,0.6200,2.9766,AVOID,53.123,47.973,1
36.256,0.7253,0.6201,-2.2238,AVOID,53.091,48.067,1
36.288,0.7249,0.6196,2.8817,AVOID,53.185,48.036,1
36.320,0.7243,0.6197,-2.5193,AVOID,53.154,48.130,1
