timestamp,x,y,theta,state,left_vel,right_vel,obstacle_detected
17.184,0.7441,0.5950,0.8512,AVOID,35.042,30.138,1
17.216,0.7441,0.5950,0.7382,AVOID,35.042,30.138,1
17.248,0.7445,0.5954,-0.5771,AVOID,35.130,30.106,1
17.280,0.7450,0.5951,0.6290,AVOID,35.099,30.194,1
17.312,0.7456,0.5955,-0.0063,AVOID,35.193,30.169,1
17.344,0.7461,0.5955,1.1444,AVOID,35.162,30.257,1
17.376,0.7464,0.5962,-0.0230,AVOID,35.256,30.232,1
17.408,0.7470,0.5962,1.1379,AVOID,35.225,30.320,1
17.440,0.7473,0.5968,0.0875,AVOID,35.319,30.295,1
17.472,0.7479,0.5969,1.3932,AVOID,35.287,30.383,1
17.504,0.7480,0.5976,0.1838,AVOID,35.382,30.358,1
17.536,0.7486,0.5977,1.8416,AVOID,35.350,30.445,1
17.568,0.7484,0.5983,0.6908,AVOID,35.444,30.414,1
17.600,0.7489,0.5987,1.8317,AVOID,35.413,30.508,1
17.632,0.7487,0.5993,0.5179,AVOID,35.507,30.477,1
17.664,0.7493,0.5996,1.9437,AVOID,35.476,30.571,1
17.696,0.7491,0.6002,0.5256,AVOID,35.570,30.540,1
17.728,0.7496,0.6006,1.5022,AVOID,35.539,30.634,1
17.760,0.7497,0.6012,0.3108,AVOID,35.633,30.602,1
17.792,0.7503,0.6014,1.6902,AVOID,35.601,30.697,1
17.824,0.7502,0.6020,0.7175,AVOID,35.696,30.665,1
17.856,0.7507,0.6025,2.1070,AVOID,35.664,30.759,1
17.888,0.7504,0.6030,0.7719,AVOID,35.752,30.728,1
17.920,0.7509,0.6034,2.0032,AVOID,35.727,30.822,1
17.952,0.7507,0.6040,0.8886,AVOID,35.815,30.791,1
17.984,0.7511,0.6045,2.2058,AVOID,35.790,30.885,1
18.016,0.7508,0.6050,1.0218,AVOID,35.878,30.854,1
18.048,0.7511,0.6056,2.4647,AVOID,35.853,30.948,1
18.080,0.7507,0.6060,1.4062,AVOID,35.940,30.916,1
18.112,0.7508,0.6067,2.7090,AVOID,35.915,31.011,1
18.144,0.7503,0.6069,1.8790,AVOID,36.003,30.979,1
18.176,0.7501,0.6075,-2.9688,AVOID,35.972,31.073,1
18.208,0.7494,0.6074,2.2835,AVOID,36.066,31.042,1
18.240,0.7491,0.6078,-3.1109,AVOID,36.035,31.130,1
18.272,0.7484,0.6078,1.8072,AVOID,36.129,31.105,1
18.304,0.7482,0.6084,2.7372,AVOID,36.097,31.193,1
18.336,0.7476,0.6087,1.3953,AVOID,36.192,31.168,1
18.368,0.7477,0.6092,2.2998,AVOID,36.160,31.256,1
18.400,0.7472,0.6098,0.9972,AVOID,36.254,31.230,1
18.432,0.7475,0.6102,2.3108,AVOID,36.223,31.318,1
18.464,0.7470,0.6108,1.1015,AVOID,36.317,31.293,1
18.496,0.7473,0.6113,2.1689,AVOID,36.286,31.381,1
18.528,0.7469,0.6118,0.9113,AVOID,36.380,31.350,1
18.560,0.7473,0.6123,2.1480,AVOID,36.349,31.444,1
18.592,0.7470,0.6129,0.7549,AVOID,36.443,31.413,1
18.624,0.7474,0.6133,1.9968,AVOID,36.411,31.507,1
18.656,0.7472,0.6139,1.0314,AVOID,36.506,31.475,1
18.688,0.7475,0.6144,1.9432,AVOID,36.474,31.570,1
18.720,0.7473,0.6150,0.7133,AVOID,36.568,31.538,1
18.752,0.7478,0.6155,1.8131,AVOID,36.537,31.632,1
18.784,0.7476,0.6161,0.6674,AVOID,36.631,31.601,1
18.816,0.7481,0.6165,1.8056,AVOID,36.600,31.695,1
18.848,0.7480,0.6170,0.9119,AVOID,36.688,31.664,1
18.880,0.7484,0.6176,1.8030,AVOID,36.663,31.758,1
18.912,0.7483,0.6182,0.4427,AVOID,36.751,31.727,1
18.944,0.7489,0.6185,1.1617,AVOID,36.725,31.821,1
18.976,0.7492,0.6190,0.0490,AVOID,36.813,31.789,1
19.008,0.7499,0.6190,0.9474,AVOID,36.788,31.884,1
19.040,0.7502,0.6195,-0.1321,AVOID,36.876,31.852,1
19.072,0.7509,0.6194,0.9403,AVOID,36.851,31.946,1
19.104,0.7512,0.6199,-0.4144,AVOID,36.939,31.915,1
19.136,0.7518,0.6197,0.4449,AVOID,36.908,32.003,1
19.168,0.7524,0.6200,-0.9178,AVOID,37.002,31.978,1
19.200,0.7528,0.6195,0.6013,WALL_FOLLOW,36.970,32.066,1
19.232,0.7528,0.6195,0.5978,AVOID,36.970,32.066,1
19.264,0.7528,0.6195,0.4538,AVOID,36.970,32.066,1
19.296,0.7534,0.6198,-1.1654,AVOID,37.065,32.041,1
19.328,0.7536,0.6193,-0.0090,AVOID,37.033,32.128,1
19.360,0.7543,0.6193,-0.8719,AVOID,37.127,32.103,1
19.392,0.7547,0.6188,0.1234,AVOID,37.096,32.191,1
19.424,0.7554,0.6189,-1.1626,AVOID,37.190,32.166,1
19.456,0.7556,0.6184,0.0007,AVOID,37.159,32.254,1
19.488,0.7563,0.6184,-1.0589,AVOID,37.253,32.223,1
19.520,0.7566,0.6178,0.3224,AVOID,37.222,32.317,1
19.552,0.7572,0.6180,-0.8894,AVOID,37.316,32.285,1
19.584,0.7576,0.6175,0.4446,AVOID,37.284,32.380,1
19.616,0.7582,0.6178,-0.8925,AVOID,37.253,32.474,1
19.648,0.7586,0.6173,-2.1687,AVOID,37.347,32.442,1
19.680,0.7582,0.6168,2.6550,AVOID,37.441,32.411,1
19.712,0.7577,0.6171,-2.8298,AVOID,37.410,32.505,1
19.744,0.7571,0.6169,2.4259,AVOID,37.504,32.474,1
19.776,0.7566,0.6173,-2.6843,AVOID,37.473,32.568,1
19.808,0.7561,0.6170,2.4221,AVOID,37.561,32.537,1
19.840,0.7555,0.6175,-2.9820,AVOID,37.536,32.631,1
19.872,0.7549,0.6174,2.2365,AVOID,37.623,32.599,1
19.904,0.7545,0.6180,-2.7016,AVOID,37.598,32.694,1
19.936,0.7540,0.6177,2.3518,AVOID,37.686,32.662,1
19.968,0.7535,0.6182,-2.7193,AVOID,37.661,32.756,1
20.000,0.7530,0.6180,2.5132,AVOID,37.749,32.725,1
20.032,0.7524,0.6184,-2.9156,AVOID,37.724,32.819,1
20.064,0.7518,0.6183,2.1817,AVOID,37.812,32.788,1
20.096,0.7515,0.6188,-2.8532,AVOID,37.780,32.882,1
20.128,0.7508,0.6186,2.0926,AVOID,37.875,32.851,1
20.160,0.7505,0.6191,-3.0075,AVOID,37.843,32.939,1
20.192,0.7498,0.6190,2.3953,AVOID,37.937,32.913,1
20.224,0.7494,0.6194,-2.6899,AVOID,37.906,33.001,1
20.256,0.7488,0.6191,1.9225,AVOID,37.881,33.096,1
20.288,0.7486,0.6197,0.2226,AVOID,37.969,33.064,1
20.320,0.7493,0.6198,-1.4190,AVOID,38.063,33.039,1
20.352,0.7494,0.6192,-2.7137,AVOID,38.157,33.008,1
20.384,0.7488,0.6189,-1.8617,AVOID,38.126,33.102,1
20.416,0.7486,0.6184,2.4835,AVOID,38.094,33.190,1
20.448,0.7481,0.6187,1.6361,AVOID,38.189,33.158,1
20.480,0.7481,0.6194,2.2660,AVOID,38.157,33.253,1
20.512,0.7477,0.6199,1.3671,AVOID,38.251,33.221,1
20.544,0.7478,0.6205,2.2167,AVOID,38.220,33.315,1
20.576,0.7474,0.6210,0.8446,AVOID,38.314,33.284,1
20.608,0.7478,0.6215,1.7402,AVOID,38.283,33.378,1
20.640,0.7477,0.6221,0.5867,AVOID,38.377,33.347,1
20.672,0.7483,0.6225,1.7378,AVOID,38.346,33.441,1
20.704,0.7481,0.6231,0.7189,AVOID,38.440,33.410,1
20.736,0.7486,0.6236,1.9212,AVOID,38.408,33.504,1
20.768,0.7484,0.6241,0.7609,AVOID,38.496,33.472,1
20.800,0.7489,0.6246,1.8653,AVOID,38.471,33.567,1
20.832,0.7488,0.6251,0.6676,AVOID,38.559,33.535,1
20.864,0.7493,0.6256,1.7024,AVOID,38.534,33.629,1
20.896,0.7493,0.6262,0.5246,AVOID,38.622,33.598,1
20.928,0.7499,0.6265,1.5166,AVOID,38.597,33.692,1
20.960,0.7499,0.6271,0.0401,AVOID,38.685,33.661,1
20.992,0.7506,0.6271,1.3419,AVOID,38.660,33.755,1
21.024,0.7507,0.6277,0.3023,AVOID,38.748,33.724,1
21.056,0.7513,0.6279,1.5259,AVOID,38.716,33.812,1
21.088,0.7513,0.6286,0.4914,AVOID,38.810,33.786,1
21.120,0.7518,0.6288,1.5613,AVOID,38.779,33.874,1
21.152,0.7518,0.6295,0.3745,AVOID,38.873,33.849,1
21.184,0.7524,0.6298,1.4720,AVOID,38.842,33.937,1
21.216,0.7525,0.6305,0.1911,AVOID,38.936,33.912,1
21.248,0.7531,0.6306,-1.1467,WALL_FOLLOW,39.030,33.881,1
21.280,0.7531,0.6306,-1.1224,AVOID,39.030,33.881,1
21.312,0.7531,0.6306,-1.0743,AVOID,39.030,33.881,1
21.344,0.7534,0.6300,1.2439,AVOID,38.999,33.975,1
21.376,0.7536,0.6306,-0.6757,AVOID,38.967,34.063,1
21.408,0.7541,0.6302,-1.7623,AVOID,39.062,34.031,1
21.440,0.7540,0.6295,-2.9947,AVOID,39.150,34.006,1
21.472,0.7533,0.6294,-2.4756,AVOID,39.124,34.094,1
21.504,0.7528,0.6290,1.6010,AVOID,39.093,34.188,1
21.536,0.7528,0.6297,0.5162,AVOID,39.187,34.157,1
21.568,0.7534,0.6300,-0.9221,AVOID,39.275,34.132,1
21.600,0.7537,0.6295,0.0304,AVOID,39.250,34.220,1
21.632,0.7544,0.6295,-2.1034,AVOID,39.219,34.314,1
21.664,0.7541,0.6290,3.0349,AVOID,39.313,34.283,1
21.696,0.7534,0.6290,-2.5924,AVOID,39.281,34.377,1
21.728,0.7529,0.6287,2.4256,AVOID,39.369,34.345,1
21.760,0.7524,0.6292,-3.0289,AVOID,39.344,34.440,1
21.792,0.7518,0.6291,2.4181,AVOID,39.432,34.408,1
21.824,0.7513,0.6296,-2.8856,AVOID,39.407,34.502,1
21.856,0.7507,0.6294,2.0973,AVOID,39.495,34.471,1
21.888,0.7504,0.6301,-3.1023,AVOID,39.470,34.565,1
21.920,0.7498,0.6300,2.0897,AVOID,39.558,34.534,1
21.952,0.7494,0.6306,-3.1301,AVOID,39.533,34.628,1
21.984,0.7489,0.6306,2.0185,AVOID,39.621,34.597,1
22.016,0.7486,0.6312,0.7244,AVOID,39.715,34.565,1
22.048,0.7491,0.6316,1.9355,AVOID,39.683,34.659,1
22.080,0.7489,0.6322,0.2524,AVOID,39.652,34.747,1
22.112,0.7495,0.6324,-0.8719,AVOID,39.746,34.722,1
22.144,0.7499,0.6319,-0.1325,AVOID,39.715,34.810,1
22.176,0.7506,0.6318,-1.4915,AVOID,39.809,34.785,1
22.208,0.7507,0.6312,-0.4178,AVOID,39.778,34.873,1
22.240,0.7513,0.6310,-1.5617,AVOID,39.872,34.848,1
22.272,0.7513,0.6304,-0.2932,AVOID,39.840,34.936,1
22.304,0.7520,0.6302,-1.6085,AVOID,39.935,34.911,1
22.336,0.7520,0.6296,-0.5767,AVOID,39.903,34.998,1
22.368,0.7525,0.6292,-2.0420,AVOID,39.997,34.967,1
22.400,0.7522,0.6287,-0.9813,AVOID,39.966,35.061,1
22.432,0.7526,0.6281,-2.0538,AVOID,40.060,35.030,1
22.464,0.7523,0.6276,-1.0594,AVOID,40.029,35.124,1
22.496,0.7526,0.6270,-2.5295,AVOID,40.123,35.093,1
22.528,0.7521,0.6266,-1.6047,AVOID,40.092,35.187,1
22.560,0.7520,0.6260,-2.5733,AVOID,40.186,35.155,1
22.592,0.7515,0.6256,-1.7971,AVOID,40.154,35.250,1
22.624,0.7514,0.6250,-3.0538,AVOID,40.249,35.218,1
22.656,0.7507,0.6250,-1.7803,AVOID,40.217,35.312,1
22.688,0.7506,0.6244,-2.7921,AVOID,40.305,35.281,1
22.720,0.7500,0.6242,2.0144,AVOID,40.399,35.250,1
22.752,0.7497,0.6248,-2.9867,AVOID,40.368,35.344,1
22.784,0.7491,0.6247,2.0417,AVOID,40.462,35.312,1
22.816,0.7488,0.6252,-2.8683,AVOID,40.431,35.407,1
22.848,0.7482,0.6251,2.5312,AVOID,40.525,35.375,1
22.880,0.7476,0.6254,-2.4978,AVOID,40.493,35.469,1
22.912,0.7471,0.6250,2.3013,AVOID,40.468,35.564,1
22.944,0.7467,0.6254,1.1587,AVOID,40.556,35.532,1
22.976,0.7469,0.6260,2.2760,AVOID,40.525,35.620,1
23.008,0.7465,0.6265,0.8424,AVOID,40.619,35.595,1
23.040,0.7468,0.6269,1.7351,AVOID,40.588,35.683,1
23.072,0.7467,0.6276,0.3029,AVOID,40.682,35.658,1
23.104,0.7473,0.6278,1.2849,AVOID,40.650,35.746,1
23.136,0.7475,0.6285,-0.0918,AVOID,40.745,35.721,1
23.168,0.7481,0.6284,-1.4605,AVOID,40.839,35.689,1
23.200,0.7482,0.6278,-0.5248,AVOID,40.807,35.783,1
23.232,0.7487,0.6275,-2.3111,AVOID,40.776,35.871,1
23.264,0.7483,0.6270,2.8898,AVOID,40.870,35.840,1
23.296,0.7476,0.6272,-2.2858,WALL_FOLLOW,40.839,35.934,1
23.328,0.7476,0.6272,-2.4480,AVOID,40.839,35.934,1
23.360,0.7476,0.6272,-2.6732,AVOID,40.839,35.934,1
23.392,0.7471,0.6269,2.1789,AVOID,40.933,35.903,1
23.424,0.7467,0.6274,-3.0614,AVOID,40.902,35.997,1
23.456,0.7461,0.6274,2.1818,AVOID,40.996,35.966,1
23.488,0.7457,0.6279,0.7465,AVOID,41.084,35.940,1
23.520,0.7462,0.6283,1.7026,AVOID,41.059,36.028,1
23.552,0.7461,0.6290,0.3011,AVOID,41.027,36.123,1
23.584,0.7467,0.6292,-0.5874,AVOID,41.121,36.091,1
23.616,0.7472,0.6288,-2.0358,AVOID,41.209,36.060,1
23.648,0.7469,0.6283,-0.8861,AVOID,41.178,36.154,1
23.680,0.7473,0.6277,-2.9228,AVOID,41.153,36.248,1
23.712,0.7468,0.6276,2.4561,AVOID,41.241,36.217,1
23.744,0.7463,0.6280,1.0204,AVOID,41.335,36.185,1
23.776,0.7466,0.6285,2.0222,AVOID,41.304,36.280,1
23.808,0.7463,0.6291,1.2161,AVOID,41.398,36.248,1
23.840,0.7465,0.6297,2.6953,AVOID,41.366,36.342,1
23.872,0.7460,0.6300,1.5310,AVOID,41.461,36.311,1
23.904,0.7460,0.6307,2.8011,AVOID,41.429,36.405,1
23.936,0.7454,0.6309,1.9819,AVOID,41.523,36.374,1
23.968,0.7451,0.6315,2.7183,AVOID,41.492,36.468,1
24.000,0.7445,0.6317,1.6067,AVOID,41.586,36.437,1
24.032,0.7445,0.6324,2.6603,AVOID,41.555,36.531,1
24.064,0.7439,0.6327,1.4620,AVOID,41.649,36.499,1
24.096,0.7440,0.6333,2.7974,AVOID,41.618,36.594,1
24.128,0.7434,0.6335,1.7621,AVOID,41.712,36.562,1
24.160,0.7433,0.6342,2.7256,AVOID,41.680,36.656,1
24.192,0.7428,0.6344,1.1606,AVOID,41.649,36.744,1
24.224,0.7430,0.6350,-0.2593,AVOID,41.743,36.719,1
24.256,0.7436,0.6349,0.2835,AVOID,41.712,36.807,1
24.288,0.7442,0.6351,-0.8932,AVOID,41.806,36.776,1
24.320,0.7446,0.6346,-2.6508,AVOID,41.894,36.751,1
24.352,0.7440,0.6343,-1.6807,AVOID,41.869,36.838,1
24.384,0.7440,0.6336,-2.5952,AVOID,41.957,36.813,1
24.416,0.7434,0.6333,-1.6203,AVOID,41.932,36.901,1
24.448,0.7434,0.6326,-2.4324,AVOID,42.019,36.876,1
24.480,0.7429,0.6322,-1.5120,AVOID,41.994,36.964,1
24.512,0.7429,0.6316,-2.4556,AVOID,42.082,36.939,1
24.544,0.7425,0.6312,-1.3177,AVOID,42.051,37.027,1
24.576,0.7427,0.6305,-2.9183,AVOID,42.026,37.121,1
24.608,0.7421,0.6304,1.8605,AVOID,42.114,37.090,1
24.640,0.7419,0.6310,0.0628,AVOID,42.208,37.058,1
24.672,0.7426,0.6311,1.0811,AVOID,42.176,37.152,1
24.704,0.7429,0.6316,-0.2283,AVOID,42.271,37.121,1
24.736,0.7435,0.6315,0.9617,AVOID,42.239,37.215,1
24.768,0.7439,0.6321,-1.0935,AVOID,42.214,37.309,1
24.800,0.7442,0.6315,-2.3587,AVOID,42.302,37.278,1
24.832,0.7437,0.6311,2.4102,AVOID,42.396,37.247,1
24.864,0.7432,0.6315,-2.7574,AVOID,42.365,37.341,1
24.896,0.7426,0.6313,2.2640,AVOID,42.459,37.309,1
24.928,0.7422,0.6318,-3.0626,AVOID,42.428,37.404,1
24.960,0.7416,0.6317,2.0701,AVOID,42.522,37.372,1
24.992,0.7413,0.6323,2.9109,AVOID,42.490,37.466,1
25.024,0.7407,0.6324,1.1340,AVOID,42.459,37.554,1
25.056,0.7410,0.6331,-0.3027,AVOID,42.553,37.529,1
25.088,0.7416,0.6329,-2.0671,AVOID,42.647,37.498,1
25.120,0.7413,0.6323,-1.2169,AVOID,42.616,37.592,1
25.152,0.7415,0.6317,-2.0929,AVOID,42.710,37.561,1
25.184,0.7413,0.6312,-1.0017,AVOID,42.679,37.649,1
25.216,0.7416,0.6307,-2.2281,AVOID,42.767,37.623,1
25.248,0.7412,0.6302,-1.0167,AVOID,42.742,37.711,1
25.280,0.7415,0.6296,-2.8495,AVOID,42.710,37.806,1
25.312,0.7409,0.6294,2.1332,AVOID,42.804,37.774,1
25.344,0.7406,0.6300,1.0025,WALL_FOLLOW,42.892,37.749,1
25.376,0.7406,0.6300,0.9522,AVOID,42.892,37.749,1
25.408,0.7406,0.6300,0.9283,AVOID,42.892,37.749,1
25.440,0.7410,0.6305,2.5063,AVOID,42.867,37.837,1
25.472,0.7405,0.6309,1.5483,AVOID,42.955,37.812,1
25.504,0.7405,0.6315,2.4908,AVOID,42.930,37.900,1
25.536,0.7400,0.6319,1.2509,AVOID,43.018,37.868,1
25.568,0.7402,0.6325,2.1666,AVOID,42.987,37.963,1
25.600,0.7398,0.6330,1.2528,AVOID,43.081,37.931,1
25.632,0.7401,0.6336,2.4211,AVOID,43.049,38.025,1
25.664,0.7396,0.6340,1.2678,AVOID,43.144,37.994,1
25.696,0.7398,0.6346,2.1126,AVOID,43.112,38.088,1
25.728,0.7394,0.6352,1.1244,AVOID,43.206,38.057,1
25.760,0.7397,0.6358,2.2600,AVOID,43.175,38.151,1
25.792,0.7393,0.6363,1.1566,AVOID,43.269,38.120,1
25.824,0.7396,0.6369,2.1501,AVOID,43.238,38.214,1
25.856,0.7392,0.6374,1.2664,AVOID,43.332,38.182,1
25.888,0.7394,0.6380,2.2916,AVOID,43.301,38.277,1
25.920,0.7390,0.6385,1.3217,AVOID,43.395,38.245,1
25.952,0.7391,0.6391,2.6622,AVOID,43.363,38.339,1
25.984,0.7386,0.6394,1.5091,AVOID,43.458,38.308,1
26.016,0.7386,0.6401,2.3796,AVOID,43.426,38.402,1
26.048,0.7381,0.6405,1.5359,AVOID,43.520,38.371,1
26.080,0.7382,0.6412,2.5988,AVOID,43.489,38.465,1
26.112,0.7376,0.6415,1.5240,AVOID,43.583,38.434,1
26.144,0.7376,0.6421,2.5891,AVOID,43.552,38.522,1
26.176,0.7371,0.6424,1.2146,AVOID,43.640,38.496,1
26.208,0.7373,0.6430,2.3042,AVOID,43.615,38.584,1
26.240,0.7369,0.6435,1.1378,AVOID,43.703,38.559,1
26.272,0.7371,0.6441,1.8020,AVOID,43.677,38.647,1
26.304,0.7370,0.6447,0.9047,AVOID,43.765,38.622,1
26.336,0.7374,0.6452,1.9883,AVOID,43.740,38.710,1
26.368,0.7371,0.6458,0.5222,AVOID,43.828,38.685,1
26.400,0.7377,0.6461,1.5259,AVOID,43.803,38.773,1
26.432,0.7377,0.6467,0.5414,AVOID,43.891,38.741,1
26.464,0.7383,0.6470,1.9283,AVOID,43.860,38.836,1
26.496,0.7380,0.6476,0.7812,AVOID,43.954,38.804,1
26.528,0.7385,0.6481,1.8918,AVOID,43.922,38.898,1
26.560,0.7383,0.6487,0.4567,AVOID,44.017,38.867,1
26.592,0.7389,0.6490,1.6453,AVOID,43.991,38.961,1
26.624,0.7389,0.6496,0.3540,AVOID,44.079,38.930,1
26.656,0.7395,0.6498,1.7048,AVOID,44.048,39.024,1
26.688,0.7394,0.6504,0.6931,AVOID,44.142,38.993,1
26.720,0.7399,0.6509,1.7057,AVOID,44.111,39.087,1
26.752,0.7398,0.6515,0.6839,AVOID,44.205,39.055,1
26.784,0.7403,0.6519,1.8046,AVOID,44.174,39.150,1
26.816,0.7402,0.6525,0.0982,AVOID,44.142,39.237,1
26.848,0.7409,0.6525,-1.2841,AVOID,44.236,39.212,1
26.880,0.7411,0.6519,-2.6733,AVOID,44.331,39.181,1
26.912,0.7405,0.6516,-1.6996,AVOID,44.299,39.275,1
26.944,0.7404,0.6510,-2.7915,AVOID,44.393,39.244,1
26.976,0.7398,0.6508,-2.1889,AVOID,44.362,39.338,1
27.008,0.7394,0.6502,-3.1266,AVOID,44.456,39.307,1
27.040,0.7388,0.6502,-2.1974,AVOID,44.425,39.401,1
27.072,0.7384,0.6497,3.0445,AVOID,44.519,39.369,1
27.104,0.7378,0.6498,-2.3025,AVOID,44.488,39.457,1
27.136,0.7374,0.6493,2.9258,AVOID,44.575,39.432,1
27.168,0.7368,0.6494,-2.2827,AVOID,44.550,39.520,1
27.200,0.7364,0.6489,2.7958,AVOID,44.638,39.495,1
27.232,0.7358,0.6492,-2.4865,AVOID,44.613,39.583,1
27.264,0.7352,0.6488,2.4470,AVOID,44.701,39.558,1
27.296,0.7347,0.6492,-2.5754,AVOID,44.676,39.646,1
27.328,0.7342,0.6488,2.4996,AVOID,44.764,39.621,1
27.360,0.7337,0.6492,-2.7647,AVOID,44.739,39.708,1
27.392,0.7331,0.6490,2.4649,WALL_FOLLOW,44.827,39.677,1
27.424,0.7331,0.6490,2.3707,AVOID,44.827,39.677,1
27.456,0.7331,0.6490,2.2987,AVOID,44.827,39.677,1
27.488,0.7327,0.6495,-1.1340,AVOID,44.795,39.771,1
27.520,0.7330,0.6489,-2.1402,AVOID,44.889,39.740,1
27.552,0.7326,0.6484,-1.1036,AVOID,44.858,39.834,1
27.584,0.7329,0.6478,-2.0567,AVOID,44.952,39.803,1
27.616,0.7326,0.6472,-1.0296,AVOID,44.921,39.897,1
27.648,0.7330,0.6467,-1.9945,AVOID,45.015,39.865,1
27.680,0.7327,0.6461,-1.1136,AVOID,44.984,39.960,1
27.712,0.7330,0.6455,-2.2620,AVOID,45.078,39.928,1
27.744,0.7326,0.6450,-1.2115,AVOID,45.046,40.022,1
27.776,0.7328,0.6444,-2.1097,AVOID,45.141,39.991,1
27.808,0.7325,0.6438,-0.8099,AVOID,45.109,40.085,1
27.840,0.7329,0.6434,-2.0024,AVOID,45.203,40.054,1
27.872,0.7326,0.6428,-0.7545,AVOID,45.172,40.148,1
27.904,0.7331,0.6424,-1.7967,AVOID,45.266,40.117,1
27.936,0.7330,0.6417,-0.7184,AVOID,45.235,40.211,1
27.968,0.7335,0.6413,-2.2871,AVOID,45.329,40.179,1
28.000,0.7330,0.6408,-1.0740,AVOID,45.298,40.274,1
28.032,0.7333,0.6402,-2.0622,AVOID,45.392,40.242,1
28.064,0.7331,0.6397,-0.7938,AVOID,45.360,40.330,1
28.096,0.7335,0.6393,-1.8176,AVOID,45.448,40.305,1
28.128,0.7334,0.6387,-0.8116,AVOID,45.423,40.393,1
28.160,0.7338,0.6382,-2.0868,AVOID,45.511,40.368,1
28.192,0.7335,0.6376,-0.9666,AVOID,45.486,40.456,1
28.224,0.7339,0.6371,-2.3228,AVOID,45.574,40.431,1
28.256,0.7334,0.6366,-1.1595,AVOID,45.549,40.519,1
28.288,0.7337,0.6360,-2.9747,AVOID,45.517,40.613,1
28.320,0.7330,0.6359,1.9554,AVOID,45.612,40.581,1
28.352,0.7328,0.6365,-0.0244,AVOID,45.700,40.550,1
28.384,0.7335,0.6365,0.8238,AVOID,45.668,40.644,1
28.416,0.7339,0.6369,-0.1205,AVOID,45.762,40.613,1
28.448,0.7345,0.6368,1.0403,AVOID,45.731,40.707,1
28.480,0.7349,0.6374,-0.0416,AVOID,45.825,40.676,1
28.512,0.7355,0.6374,0.8463,AVOID,45.794,40.770,1
28.544,0.7359,0.6379,-0.4465,AVOID,45.888,40.738,1
28.576,0.7365,0.6376,0.9270,AVOID,45.857,40.833,1
28.608,0.7369,0.6381,-0.3606,AVOID,45.951,40.801,1
28.640,0.7375,0.6379,0.6532,AVOID,45.919,40.895,1
28.672,0.7380,0.6383,-0.7485,AVOID,46.014,40.864,1
28.704,0.7385,0.6378,0.3454,AVOID,45.982,40.958,1
28.736,0.7391,0.6380,-0.7989,AVOID,46.076,40.927,1
28.768,0.7395,0.6376,0.5689,AVOID,46.045,41.021,1
28.800,0.7401,0.6379,-0.6529,AVOID,46.139,40.990,1
28.832,0.7406,0.6375,0.3721,AVOID,46.108,41.084,1
28.864,0.7412,0.6378,-0.7417,AVOID,46.202,41.052,1
28.896,0.7417,0.6373,0.2962,AVOID,46.171,41.147,1
28.928,0.7423,0.6375,-0.9817,AVOID,46.265,41.115,1
28.960,0.7426,0.6370,0.5111,AVOID,46.233,41.209,1
28.992,0.7432,0.6373,-0.5643,AVOID,46.328,41.178,1
29.024,0.7437,0.6370,0.2160,AVOID,46.296,41.266,1
29.056,0.7443,0.6371,-1.2637,AVOID,46.384,41.241,1
29.088,0.7445,0.6365,-0.3516,AVOID,46.359,41.329,1
29.120,0.7451,0.6363,-1.2459,AVOID,46.447,41.304,1
29.152,0.7453,0.6357,0.1428,AVOID,46.422,41.391,1
29.184,0.7460,0.6358,-0.9201,AVOID,46.510,41.366,1
29.216,0.7464,0.6353,0.0383,AVOID,46.485,41.454,1
29.248,0.7470,0.6353,-0.8685,AVOID,46.572,41.429,1
29.280,0.7474,0.6348,0.0595,AVOID,46.547,41.517,1
29.312,0.7480,0.6348,-1.0267,AVOID,46.635,41.486,1
29.344,0.7483,0.6343,0.2287,AVOID,46.604,41.580,1
29.376,0.7490,0.6344,-1.0207,AVOID,46.698,41.548,1
29.408,0.7493,0.6339,0.1392,AVOID,46.667,41.643,1
29.440,0.7499,0.6340,-1.1931,WALL_FOLLOW,46.761,41.611,1
29.472,0.7499,0.6340,-1.2888,AVOID,46.761,41.611,1
29.504,0.7499,0.6340,-1.3629,AVOID,46.761,41.611,1
29.536,0.7501,0.6333,0.9657,AVOID,46.729,41.705,1
29.568,0.7504,0.6339,0.0788,AVOID,46.824,41.674,1
29.600,0.7511,0.6339,1.2215,AVOID,46.792,41.768,1
29.632,0.7513,0.6346,-0.4570,AVOID,46.767,41.862,1
29.664,0.7518,0.6343,-1.4041,AVOID,46.855,41.831,1
29.696,0.7519,0.6337,-2.9629,AVOID,46.949,41.800,1
29.728,0.7513,0.6336,-1.9369,AVOID,46.918,41.894,1
29.760,0.7511,0.6330,-2.7594,AVOID,47.012,41.862,1
29.792,0.7505,0.6327,-1.8921,AVOID,46.981,41.957,1
29.824,0.7503,0.6321,-2.8215,AVOID,47.075,41.925,1
29.856,0.7497,0.6319,-1.8643,AVOID,47.043,42.019,1
29.888,0.7495,0.6313,2.7700,AVOID,47.138,41.988,1
29.920,0.7489,0.6315,-2.6211,AVOID,47.106,42.082,1
29.952,0.7483,0.6312,2.9508,AVOID,47.200,42.051,1
29.984,0.7477,0.6313,-2.5117,AVOID,47.169,42.139,1
30.016,0.7472,0.6310,2.4784,AVOID,47.257,42.114,1
30.048,0.7467,0.6313,-3.0793,AVOID,47.232,42.202,1
30.080,0.7461,0.6313,1.9793,AVOID,47.320,42.176,1
